False_Positive_Rate,True_Positive_Rate
0.0,0.0
0.0,0.01020408163265306
0.0,0.05102040816326531
0.0,0.07142857142857142
0.0,0.6224489795918368
1.758581879572313e-05,0.6224489795918368
1.758581879572313e-05,0.6530612244897959
3.517163759144626e-05,0.6530612244897959
3.517163759144626e-05,0.6836734693877551
5.2757456387169386e-05,0.6836734693877551
5.2757456387169386e-05,0.7142857142857143
7.034327518289252e-05,0.7142857142857143
7.034327518289252e-05,0.7448979591836735
8.792909397861564e-05,0.7448979591836735
8.792909397861564e-05,0.7857142857142857
0.0001231007315700619,0.7857142857142857
0.0001231007315700619,0.7959183673469388
0.00014068655036578504,0.7959183673469388
0.00014068655036578504,0.8061224489795918
0.0002462014631401238,0.8061224489795918
0.0002462014631401238,0.826530612244898
0.0002813731007315701,0.826530612244898
0.0002813731007315701,0.8367346938775511
0.0005099887450759707,0.8367346938775511
0.0005099887450759707,0.8571428571428571
0.0005275745638716939,0.8571428571428571
0.0005275745638716939,0.8673469387755102
0.0016706527855936972,0.8673469387755102
0.0016706527855936972,0.8775510204081632
0.0018992684299380979,0.8775510204081632
0.0018992684299380979,0.8877551020408163
0.002901660101294316,0.8877551020408163
0.002901660101294316,0.8979591836734694
0.006084693303320203,0.8979591836734694
0.006084693303320203,0.9081632653061225
0.01821890827236916,0.9081632653061225
0.018271665728756332,0.9081632653061225
0.024461873944850873,0.9081632653061225
0.02449704558244232,0.9081632653061225
0.03255135059088351,0.9081632653061225
0.03255135059088351,0.9183673469387755
0.03800295441755768,0.9183673469387755
0.03803812605514913,0.9183673469387755
0.047305852560495215,0.9183673469387755
0.04734102419808666,0.9183673469387755
0.054568795723128866,0.9183673469387755
0.05460396736072032,0.9183673469387755
0.061673466516601015,0.9183673469387755
0.061673466516601015,0.9285714285714286
0.07403629712999438,0.9285714285714286
0.07407146876758582,0.9285714285714286
0.0921496904895892,0.9285714285714286
0.0921496904895892,0.9387755102040817
0.09848058525604952,0.9387755102040817
0.09851575689364096,0.9387755102040817
0.11305922903770399,0.9387755102040817
0.11305922903770399,0.9489795918367347
0.13824212155317953,0.9489795918367347
0.13827729319077095,0.9489795918367347
0.14956738885762522,0.9489795918367347
0.14960256049521667,0.9489795918367347
0.15285593697242544,0.9489795918367347
0.1529086944288126,0.9489795918367347
0.15392867191896456,0.9489795918367347
0.15396384355655598,0.9489795918367347
0.15398142937535172,0.9489795918367347
0.15401660101294315,0.9489795918367347
0.154280388294879,0.9489795918367347
0.15431555993247045,0.9489795918367347
0.1745744231851435,0.9489795918367347
0.17460959482273494,0.9489795918367347
0.1836135340461452,0.9489795918367347
0.1836135340461452,0.9591836734693877
0.20798747889701744,0.9591836734693877
0.20798747889701744,0.9693877551020408
0.2109770680922904,0.9693877551020408
0.2110122397298818,0.9693877551020408
0.21459974676420934,0.9693877551020408
0.2146349184018008,0.9693877551020408
0.21526800787844683,0.9693877551020408
0.2153383511536297,0.9693877551020408
0.21690348902644907,0.9693877551020408
0.21693866066404052,0.9693877551020408
0.21778277996623524,0.9693877551020408
0.21781795160382666,0.9693877551020408
0.21922481710748454,0.9693877551020408
0.21922481710748454,0.9795918367346939
0.2279649690489589,0.9795918367346939
0.22800014068655036,0.9795918367346939
0.23118317388857626,0.9795918367346939
0.23121834552616768,0.9795918367346939
0.2606570061902082,0.9795918367346939
0.2606921778277997,0.9795918367346939
0.26500070343275184,0.9795918367346939
0.26503587507034326,0.9795918367346939
0.2756752954417558,0.9795918367346939
0.2757104670793472,0.9795918367346939
0.27625562746201465,0.9795918367346939
0.2762907990996061,0.9795918367346939
0.2815137872819358,0.9795918367346939
0.2815489589195273,0.9795918367346939
0.28707090602138435,0.9795918367346939
0.2871060776589758,0.9795918367346939
0.29924029262802476,0.9795918367346939
0.2992754642656162,0.9795918367346939
0.30205402363534045,0.9795918367346939
0.30208919527293193,0.9795918367346939
0.3052018851997749,0.9795918367346939
0.30523705683736635,0.9795918367346939
0.30645047833427125,0.9795918367346939
0.3064856499718627,0.9795918367346939
0.3192529544175577,0.9795918367346939
0.3192881260551491,0.9795918367346939
0.33360298255486776,0.9795918367346939
0.3336381541924592,0.9795918367346939
0.34392585818795723,0.9795918367346939
0.34396102982554866,0.9795918367346939
0.34445343275182894,0.9795918367346939
0.34448860438942036,0.9795918367346939
0.34484032076533483,0.9795918367346939
0.34487549240292625,0.9795918367346939
0.3477068092290377,0.9795918367346939
0.34774198086662916,0.9795918367346939
0.35416080472706807,0.9795918367346939
0.35419597636465955,0.9795918367346939
0.35750211029825546,0.9795918367346939
0.35753728193584694,0.9795918367346939
0.3598761958356781,0.9795918367346939
0.35991136747326957,0.9795918367346939
0.363059229037704,0.9795918367346939
0.3630944006752954,0.9795918367346939
0.3634285312324142,0.9795918367346939
0.3634637028700056,0.9795918367346939
0.36606640405177265,0.9795918367346939
0.3661015756893641,0.9795918367346939
0.36638294879009564,0.9795918367346939
0.3664181204276871,0.9795918367346939
0.3708673325830051,0.9795918367346939
0.3709025042205965,0.9795918367346939
0.3709728474957794,0.9795918367346939
0.3762485931344963,0.9795918367346939
0.3762485931344963,0.9897959183673469
0.3765299662352279,0.9897959183673469
0.37656513787281937,0.9897959183673469
0.3822805289814294,0.9897959183673469
0.3823157006190208,0.9897959183673469
0.391003095104108,0.9897959183673469
0.3910382667416995,0.9897959183673469
0.3988111986494091,0.9897959183673469
0.39884637028700054,0.9897959183673469
0.4001477208778841,0.9897959183673469
0.4001828925154755,0.9897959183673469
0.40125562746201465,0.9897959183673469
0.4012907990996061,0.9897959183673469
0.4159222003376477,0.9897959183673469
0.4159573719752392,0.9897959183673469
0.42902363534046145,0.9897959183673469
0.4290588069780529,0.9897959183673469
0.4315735790658413,0.9897959183673469
0.43160875070343274,0.9897959183673469
0.4354600450196961,0.9897959183673469
0.4354952166572876,0.9897959183673469
0.44991558806978055,0.9897959183673469
0.44995075970737197,0.9897959183673469
0.45390756893640966,0.9897959183673469
0.45394274057400114,0.9897959183673469
0.46816966797974113,0.9897959183673469
0.4682224254361283,0.9897959183673469
0.46938308947664603,0.9897959183673469
0.46941826111423746,0.9897959183673469
0.4775077377602701,0.9897959183673469
0.47754290939786154,0.9897959183673469
0.484629994372538,0.9897959183673469
0.48466516601012943,0.9897959183673469
0.4856323860438942,0.9897959183673469
0.4856675576814857,0.9897959183673469
0.48633581879572313,0.9897959183673469
0.48637099043331455,0.9897959183673469
0.49447805289814295,0.9897959183673469
0.4945132245357344,0.9897959183673469
0.49745005627462013,0.9897959183673469
0.4974852279122116,0.9897959183673469
0.5044316263365223,0.9897959183673469
0.5044667979741136,0.9897959183673469
0.512573860438942,0.9897959183673469
0.5126090320765335,0.9897959183673469
0.5173923747889702,0.9897959183673469
0.5174275464265616,0.9897959183673469
0.5215250422059651,0.9897959183673469
0.5215602138435566,0.9897959183673469
0.5226153629713,0.9897959183673469
0.5226505346088914,0.9897959183673469
0.5245322172200337,0.9897959183673469
0.5245673888576252,0.9897959183673469
0.5294738323016319,0.9897959183673469
0.5295090039392234,0.9897959183673469
0.5359981710748453,0.9897959183673469
0.5360333427124367,0.9897959183673469
0.5380205402363534,0.9897959183673469
0.5380557118739449,0.9897959183673469
0.552722284749578,0.9897959183673469
0.5527574563871693,0.9897959183673469
0.5544105233539673,0.9897959183673469
0.5544456949915588,0.9897959183673469
0.5546567248171075,0.9897959183673469
0.554691896454699,0.9897959183673469
0.5557822172200337,0.9897959183673469
0.5558173888576252,0.9897959183673469
0.5591235227912211,0.9897959183673469
0.5591586944288126,0.9897959183673469
0.5651378728193585,0.9897959183673469
0.5651730444569499,0.9897959183673469
0.5657885481148002,0.9897959183673469
0.5658237197523917,0.9897959183673469
0.5693936409679234,0.9897959183673469
0.5693936409679234,1.0
0.5710467079347215,1.0
0.5710818795723129,1.0
0.5892128587507034,1.0
0.5892480303882949,1.0
0.5928707090602139,1.0
0.5929058806978053,1.0
0.6003095104108047,1.0
0.6003446820483962,1.0
0.6015932751828925,1.0
0.601628446820484,1.0
0.6053390545863815,1.0
0.605374226223973,1.0
0.6116171918964547,1.0
0.6116523635340462,1.0
0.6128481992121553,1.0
0.6128833708497468,1.0
0.621570765334834,1.0
0.6216059369724254,1.0
0.6251582723691615,1.0
0.6251934440067529,1.0
0.6283940630275746,1.0
0.628429234665166,1.0
0.6298361001688239,1.0
0.6298712718064153,1.0
0.6335291221159257,1.0
0.6335642937535172,1.0
0.6354283905458639,1.0
0.6354635621834552,1.0
0.6381717782779966,1.0
0.638206949915588,1.0
0.6466833145751266,1.0
0.6467184862127181,1.0
0.6468767585818795,1.0
0.646911930219471,1.0
0.6642691333708497,1.0
0.6643043050084412,1.0
0.6649198086662915,1.0
0.664954980303883,1.0
0.6726751547552055,1.0
0.6727103263927968,1.0
0.675559229037704,1.0
0.6755944006752954,1.0
0.6801491277433878,1.0
0.6801842993809791,1.0
0.6825759707371976,1.0
0.6826111423747889,1.0
0.6853721159257175,1.0
0.6854072875633089,1.0
0.704329628587507,1.0
0.7043648002250985,1.0
0.7125773776027012,1.0
0.7126125492402926,1.0
0.7340144907146877,1.0
0.7340496623522791,1.0
0.7441263365222285,1.0
0.74416150815982,1.0
0.7581070624648284,1.0
0.7581422341024198,1.0
0.7608856218345527,1.0
0.760920793472144,1.0
0.7664075689364097,1.0
0.7664427405740011,1.0
0.7801948508722566,1.0
0.7802300225098481,1.0
0.7929621553179516,1.0
0.792997326955543,1.0
0.8062042768711312,1.0
0.8062570343275183,1.0
0.8089828362408554,1.0
0.8090180078784468,1.0
0.8109348621271807,1.0
0.8109700337647721,1.0
0.8333040236353405,1.0
0.8333391952729319,1.0
0.8423607203151379,1.0
0.8423958919527293,1.0
0.8613006471581317,1.0
0.8613358187957231,1.0
0.8668753517163759,1.0
0.8669105233539673,1.0
0.8674205120990434,1.0
0.8674556837366347,1.0
0.870304586381542,1.0
0.8703397580191333,1.0
0.8767937535171637,1.0
0.8768289251547552,1.0
0.8781830332020258,1.0
0.8782182048396173,1.0
0.8858680360157569,1.0
0.8859032076533483,1.0
0.9044386606640406,1.0
0.9044738323016319,1.0
0.9075689364096793,1.0
0.9076041080472707,1.0
0.914568092290377,1.0
0.9146032639279685,1.0
0.9367965672481711,1.0
0.9368317388857625,1.0
0.9418085256049522,1.0
0.9418612830613393,1.0
0.9460467079347215,1.0
0.9460818795723129,1.0
0.9462225661226786,1.0
0.9462577377602701,1.0
0.9564399268429938,1.0
0.9564750984805852,1.0
0.9665517726505346,1.0
0.9665869442881261,1.0
0.9952166572875633,1.0
0.9952518289251547,1.0
0.9954452729319077,1.0
0.9954980303882949,1.0
0.9955156162070906,1.0
0.9955507878446821,1.0
0.9961487056837366,1.0
1.0,1.0
